k,i,j,jw,cpau,jwau,dfpy,dfpy2,jwso,dfv,mfv,dfp,mfp,dfch,dft,pyxvxp,prob,miss,batch,str,train,match,ix,test
97295,1,2,0.010810811,0,0,1,1,0,,,0,122,,,0,1,3,C,"NAUR M, 1997, WOMENS WORK WAGES, P122
NAUR M, 1998, WOMENS WORK WAGES, P122",TRUE,TRUE,238443,FALSE
98052,1,2,0.101419355,0,0.08,5,25,0.19047619,,,100,204,,,500,1,3,C,"NEWCOMB TM, 1954, SCI MAN, P254
NEWCOMER M, 1959, IND MAN, P154",TRUE,,238636,FALSE
98200,1,2,0.097556391,0,0,3,9,0.260790598,,,57,42,,,171,1,3,C,"NEWTONSMITH WH, 1978, ARISTOTELIAN SOC, V52, P71
NEWTONSMITH WH, 1981, RATIONALITY SCI, P14",TRUE,,238670,FALSE
98275,1,2,0.037209302,0,0,15,225,0,,,14,171,,,210,1,3,C,"NICHOLL J, 1851, SOME ACCOUNT CO IRON, P178
NICHOLL J, 1866, SOME ACCOUNT CO IRON, P164",TRUE,TRUE,238738,FALSE
98314,1,2,0.016326531,0,0,0,0,0,,,0,263,,,0,1,3,C,"NICHOLSON A, 1991, INT MONOGRAPHS PREHI, P263
NICHOLSON A, 1991, INT MONOGRAPHS PREHI, V1, P263",TRUE,TRUE,238747,FALSE
99184,1,2,0.023789924,0,0.029166667,0,0,0,,,19,12,,,0,0.333333333,3,C,"NURKSE R, 1949, READINGS THEORY INT, P22
NURSKE R, 1949, READINGS THEORY INT, P3",TRUE,TRUE,238942,FALSE
99423,2,3,0.020512821,0,0,0,0,0,,,11,566,,,0,0.166666667,3,C,"OAKES J, 1992, HDB RES CURRICULUM, P571
OAKES J, 1992, HDB RES CURRICULUM, P560",TRUE,TRUE,239031,FALSE
99423,2,4,0.015128205,0,0.025,0,0,0,,,1,570,,,0,0.166666667,3,C,"OAKES J, 1992, HDB RES CURRICULUM, P571
OAKES J., 1992, HDB RES CURRICULUM, P570",TRUE,TRUE,239032,FALSE
99611,1,2,0.067474747,0,0,18,324,0.123684211,,,134,118,,,2412,1,3,C,"OCHS ELINOR, 1979, DISCOURSE SYNTAX, P51
OCHS ELINOR, 1997, DISCOURSE STRUCTURE, P185",TRUE,,239075,FALSE
99681,1,2,0.071240602,0,0,1,1,0.06,,,3,10,,,3,0.333333333,3,C,"ODERKIRK J, 1993, CANADIAN SOCIAL  AUT, P8
ODERKIRK J, 1992, CANADIAN SOCIAL TREN, V27, P11",TRUE,TRUE,239104,FALSE
99897,1,2,0.019512195,0,0,0,0,0,,,58,152,,,0,1,3,C,"OGILVIE V, 1957, ENGLISH PUBLIC SCH, P123
OGILVIE V, 1957, ENGLISH PUBLIC SCH, P181",TRUE,TRUE,239190,FALSE
100298,1,2,0.04,0,0.025,0,0,0,,,0,60,,,0,1,3,C,"OLSEN R, 1994, J ECON LIT, P60
OLSEN RJ, 1994, J ECON LIT, V32, P60",TRUE,TRUE,239275,FALSE
100439,1,2,0.042072072,0,0.075,1,1,0,,,0,165,,,0,1,3,C,"ONG P, 1997, ETHNIC LOS ANGELES, P165
ONG PAUL, 1996, ETHNIC LOS ANGELES, P165",TRUE,TRUE,239323,FALSE
100498,1,3,0.033477298,0,0.016666667,0,0,0,,,52,66,,,0,0.333333333,3,C,"OPPENHEIM FE, 1961, DIMENSIONS FREEDOM, P40
OPPENHEIM F, 1961, DIMENSIONS FREEDOM, P92",TRUE,TRUE,239329,FALSE
100637,1,2,0.04019088,0,0,0,0,0,,,138,89,,,0,1,3,C,"ORLAND L, 1991, FEDERAL SENTENCING R, P20
ORLAND L, 1991, FEDERAL SENTENCING R, V4, P158",TRUE,TRUE,239343,FALSE
100648,1,2,0.066624764,0,0,5,25,0.07,,,0,13,,,0,1,3,C,"ORLEANS LA, 1969, CURRENT SCENE   1215, P13
ORLEANS LA, 1974, CURRENT SCENE    MAR, P13",TRUE,,239347,FALSE
101078,1,2,0.053953488,0,0,0,0,0.187254902,,,0,1095,,,0,1,3,C,"OTOVIC P, 2009, ENCY NEUROSCIENCE, P1095
OTOVIC P, 2009, NEW ENCY NEUROSCIENC, P1095",TRUE,TRUE,239413,FALSE
101156,1,2,0.015128205,0,0.025,1,1,0,,,0,9,,,0,1,3,C,"OUCHI W, 1987, CALIFORNIA MANAG SPR, P9
OUCHI WG, 1988, CALIFORNIA MANAG SPR, P9",TRUE,TRUE,239436,FALSE
101226,1,2,0.01,0,0,0,0,0,,,1,4,,,0,1,3,C,"OVERY RJ, 1985, DICT BRIT BUSINESS B, P3
OVERY RJ, 1985, DICT BRIT BUSINESS B, P4",TRUE,TRUE,239451,FALSE
101377,1,2,0.061056911,0,0,0,0,0.06,,,0,388,,,0,1,3,C,"PACE CR, 1939, J APPL PSYCHOL   JUN, P388
PACE CR, 1939, J APPL PSYCHOL, V23, P388",TRUE,TRUE,239468,FALSE
101829,1,2,0.066362715,0,0.022222222,11,121,0,,,128,124,,,1408,1,3,C,"PANDEY G, 1983, SUBALTERN STUDIES, V2, P60
PANDEY G., 1994, SUBALTERN STUDIES, VVIII, P188",TRUE,TRUE,239559,FALSE
102773,1,2,0.081494041,0,0,0,0,0.13,,,224,201,,,0,1,3,C,"PAULDUBOIS L, 1908, CONT IRELAND, P89
PAULDUBOIS L, 1908, CONTEMPORARY IRELAND, P313",TRUE,TRUE,239753,FALSE
103178,2,6,0.030526316,0,0.028571429,0,0,0,,,566,300,,,0,0.066666667,3,C,"PECK M, 1962, WEAPONS ACQUISITION, P17
PECK MJ, 1962, WEAPONS ACQUISITION, P583",TRUE,TRUE,239824,FALSE
103610,2,3,0.02,0,0,0,0,0,,,19,52,,,0,0.333333333,3,C,"PEREZ J, 1970, REVOLUTION COMUNIDAD, P42
PEREZ J, 1970, REVOLUTION COMUNIDAD, P61",TRUE,TRUE,239905,FALSE
103675,1,2,0.036324786,0,0,18,324,0,,,93,328,,,1674,1,3,C,"PERKINS F, 1946, ROOSEVELT I KNEW, P374
PERKINS F, 1964, ROOSEVELT I KNEW, P281",TRUE,TRUE,239919,FALSE
104043,1,2,0.07531658,0,0.018181818,0,0,0.142352941,,,0,261,,,0,1,3,C,"PETERSEN DW, 1973, RELIG SOCIOLOGICAL P, P261
PETERSEN W, 1973, RELIGION SOCIOLOGICA, P261",TRUE,TRUE,239990,FALSE
104408,2,3,0.048312382,0,0,0,0,0.07,,,0,497,,,0,0.333333333,3,C,"PHELPS ES, 1968, CANADIAN J EC, V3, P497
PHELPS ES, 1968, CANADIAN J ECONO AUG, P497",TRUE,TRUE,240042,FALSE
104747,1,2,0.018604651,0,0,0,0,0,,,21,534,,,0,1,3,C,"PIERCE JL, 1964, AM EC REV        MAY, P523
PIERCE JL, 1964, AM EC REV        MAY, P544",TRUE,TRUE,240168,FALSE
105494,1,2,0.027272727,0,0,4,16,0,,,34,80,,,136,1,3,C,"POIDEVIN R., 1978, ASPECTS RELATIONS FR, P63
POIDEVIN R., 1982, ASPECTS RELATIONS FR, P97",TRUE,TRUE,240332,FALSE
105774,1,2,0.079836629,0,0.054545455,0,0,0.102105263,,,0,66,,,0,1,3,C,"PONTON R, 1975, ACTES RECH SCI SOC, P66
PONTON REMY, 1975, ACTES RECHERCHE SCI, V4, P66",TRUE,TRUE,240376,FALSE
106400,2,4,0.041472626,0,0.025,0,0,0,,,11,406,,,0,0.1,3,C,"POWER E, 1926, LEGACY MIDDLE AGES, P400
POWER EE, 1926, LEGACY MIDDLE AGES, P411",TRUE,TRUE,240498,FALSE
106528,1,2,0.035351205,0,0,1,1,0.04,,,0,135,,,0,1,3,C,"PRATT G, 1981, HOUSING IDENTITY CRO, P135
PRATT G, 1982, HOUSING IDENTITY, P135",TRUE,TRUE,240575,FALSE
106958,2,3,0.054698582,0,0,1,1,0.06,,,54,103,,,54,0.333333333,3,C,"PROCOPOVICZ SN, 1940, Q B SOVIET RUSSI DEC, P76
PROCOPOVICZ SN, 1941, Q B SOVIET RUSSI MAY, P130",TRUE,,240661,FALSE
107572,1,2,0.069206232,0,0,0,0,0.119259259,,,0,179,,,0,0.333333333,3,C,"QUINNEY ER, 1963, SOCIAL PROBLEMS, P179
QUINNEY ER, 1963, SOC PROBL, V11, P179",TRUE,TRUE,240782,FALSE
107620,1,2,0.015975422,0,0,0,0,0,,,83,64,,,0,1,3,C,"RAAFLAUB KA, 2007, ORIGINS OF DEMOCRACY IN ANCIENT GREECE, P105
RAAFLAUB KA, 2007, ORIGINS OF DEMOCRACY IN ANCIENT GREECE, P22",TRUE,TRUE,240788,FALSE
107674,1,2,0.075183895,0,0,0,0,0.178431373,,,28,112,,,0,1,3,C,"RABLE GC, 1984, BUT THERE WAS NO PEA, P126
RABLE GC, 1984, THERE WAS NO PEACE R, P98",TRUE,TRUE,240799,FALSE
107870,1,2,0.019512195,0,0,0,0,0,,,21,310,,,0,1,3,C,"RAGIN C, 1993, METHODOLOGICAL ADV C, P299
RAGIN C, 1993, METHODOLOGICAL ADV C, P320",TRUE,TRUE,240841,FALSE
107887,1,2,0.019047619,0,0,0,0,0,,,11,14,,,0,1,3,C,"RAHIER JM, 1999, REPRESENTATIONS BLAC, P19
RAHIER JM, 1999, REPRESENTATIONS BLAC, PR8",TRUE,TRUE,240847,FALSE
108184,2,3,0.026666667,0,0,0,0,0,,,221,230,,,0,0.333333333,3,C,"RANDHAWA MS, 1958, AGR ANIMAL HUSBANDRY, P119
RANDHAWA MS, 1958, AGR ANIMAL HUSBANDRY, P340",TRUE,TRUE,240962,FALSE
108450,1,2,0.018942279,0,0.022222222,2,4,0,,,0,161,,,0,1,3,C,"RASKIN I, 1989, EVALUATION HLTH  JUN, P161
RASKIN IE, 1991, EVALUATION HLTH  JUN, P161",TRUE,TRUE,241031,FALSE
109118,1,2,0.052397602,0,0.054545455,0,0,0,,,487,278,,,0,1,3,C,"REEVES J, 1915, RECOLLECTIONS SCH AT, P521
REEVES JOHN, 1915, RECOLLECTIONS SCH AT, P34",TRUE,TRUE,241136,FALSE
109299,1,2,0.081211874,0,0.392857143,0,0,0,,,8,124,,,0,1,3,C,"REID WJ, 1983, 1983 84 SUPPLEMENT E, P128
TEARE RJ, 1983, 1983 84 SUPPLEMENT E, P120",TRUE,,241201,FALSE
109543,1,2,0.034512195,0,0,1,1,0,,,284,193,,,284,1,3,C,"RENAN E, 1859, ESSAIS MORALE CRITIQ, P51
RENAN E, 1860, ESSAIS MORALE CRITIQ, P335",TRUE,TRUE,241362,FALSE
109662,1,2,0.026666667,0,0,0,0,0,,,157,264,,,0,1,3,C,"RESHETOV AM, 1994, KUNSTKAMERA ETNOGRAF, P185
RESHETOV AM, 1994, KUNSTKAMERA ETNOGRAF, P342",TRUE,TRUE,241380,FALSE
110120,1,2,0.034715918,0,0,20,400,0.051052632,,,0,203,,,0,1,3,C,"RICHARDSON DH, 1948, PAPERS QUANTITATIVE, P203
RICHARDSON DH, 1968, PAPERS QUANTITIVE EC, P203",TRUE,TRUE,241462,FALSE
110182,1,2,0.095470042,0,0,4,16,0.138823529,,,81,146,,,324,1,3,C,"RICHERSON P. J., 2001, EVOLUTION CAPACITY C, P186
RICHERSON P. J., 2005, EVOLUTION CULTURE, P105",TRUE,,241472,FALSE
110305,1,2,0.057541733,0,0,0,0,0,,,0,69,,,0,1,3,C,"RIDEN P, 1992, MORGANNWG, V36, P69
RIDEN P, 1992, MORGANNWG, VXXXVI, P69",TRUE,TRUE,241489,FALSE
110319,1,2,0.055717172,0,0.093181818,0,0,0,,,0,175,,,0,1,3,C,"RIDGEWAY C., 1993, THEORY GENDER FEMINI, P175
RIDGEWAY CECILIA, 1993, THEORY GENDER FEMINI, P175",TRUE,TRUE,241499,FALSE
110375,1,2,0.028095238,0,0,2,4,0,,,40,104,,,80,1,3,C,"RIEFF P, 1973, FELLOW TEACHERS, P84
RIEFF P, 1975, FELLOW TEACHERS, P124",TRUE,TRUE,241503,FALSE
110408,1,3,0.071764706,0,0,1,1,0.06,,,40,136,,,40,0.333333333,3,C,"RIESER, 1959, FORTUNE          MAY, P116
RIESER, 1960, FORTUNE          SEP, P156",TRUE,,241531,FALSE
110497,1,2,0.07719888,0,0.085714286,0,0,0.015384615,,,35,136,,,0,1,3,C,"RIIS JA, 1892, CHILDREN POOR, P153
RIIS, 1892, CHILDRE POOR, P118",TRUE,TRUE,241567,FALSE
110659,1,3,0.041769042,0,0,0,0,0,,,0,1,,,0,0.333333333,3,C,"RISCH NEIL, 2002, GENOME BIOL, VIII, P[1, 3]
RISCH NEIL, 2002, GENOME BIOL, V7, P1",TRUE,TRUE,241590,FALSE
111173,1,2,0.027705628,0,0.033333333,0,0,0,,,22,45,,,0,1,3,C,"ROBINSON E, 1951, LESSONS BRIT WAR EC, P34
ROBINSON EAG, 1951, LESSONS BRIT WAR EC, P56",TRUE,TRUE,241723,FALSE
111226,1,2,0.058229983,0,0.018181818,0,0,0.07,,,0,42,,,0,1,3,C,"ROBINSON JP, 1969, PSYCHOL TODAY, V3, P42
ROBINSON P, 1969, PSYCHOL TODAY    OCT, P42",TRUE,TRUE,241733,FALSE
111258,1,2,0.061904762,0,0,10,100,0.0925,,,139,198,,,1390,1,3,C,"ROBINSON RONALD, 1976, IMPERIALISM ROBINSON, P128
ROBINSON RONALD, 1986, IMPERIALISM CONTINUI, P267",TRUE,,241756,FALSE
111967,2,3,0.03,0,0,1,1,0,,,34,272,,,34,0.333333333,3,C,"ROOM G, 1997, SOCIAL QUALITY EUROP, P255
ROOM G, 1998, SOCIAL QUALITY EUROP, P289",TRUE,TRUE,241861,FALSE
112461,1,2,0.036175711,0,0,3,9,0,,,663,340,,,1989,1,3,C,"ROSENMAN SI, 1938, PUBLIC PAPERS ADDRES, P672
ROSENMAN SI, 1941, PUBLIC PAPERS ADDRES, P9",TRUE,,242022,FALSE
112535,1,2,0.079277651,0,0.273148148,0,0,0,,,206,237,,,0,1,3,C,"ROSES J., 2000, MEDITERRANEAN RESPON, P134
YOUSEF T., 2000, MEDITERRANEAN RESPON, P340",TRUE,,242029,FALSE
112906,1,2,0.009090909,0,0,1,1,0,,,0,37,,,0,1,3,C,"ROTHSTEIN F, 1985, WOMEN CHANGE LATIN A, P37
ROTHSTEIN F, 1986, WOMEN CHANGE LATIN A, P37",TRUE,TRUE,242104,FALSE
112993,1,2,0.034637188,0,0,3,9,0,,,0,256,,,0,1,3,C,"ROUSSEEUW P. J., 1984, ROBUST NONLINEAR TIM, V26, P256
ROUSSEEUW P. J., 1987, ROBUST NONLINEAR TIM, P256",TRUE,TRUE,242123,FALSE
113041,6,9,0.029897304,0,0.028571429,0,0,0,,,204,203,,,0,0.027777778,3,C,"ROWE J, 1953, CORNWALL AGE IND REV, P101
ROWE WJ, 1953, CORNWALL AGE IND REV, P305",TRUE,TRUE,242135,FALSE
113086,1,2,0.080979777,0,0.075,0,0,0,,,41,168,,,0,1,3,C,"ROWLANDS M, 1996, AFRICAN MAT CULTURE, P147
ROWLANDS MICHAEL, 1996, AFRICAN MAT CULTURE, P188",TRUE,TRUE,242149,FALSE
113108,1,3,0.030064755,0,0,1,1,0,,,108,57,,,108,0.333333333,3,C,"ROWLEYCONWY P, 1983, HUNTER GATHERER EC P, PR3
ROWLEYCONWY P, 1984, HUNTER GATHERER EC P, P111",TRUE,TRUE,242152,FALSE
113356,3,4,0.049781113,0,0,1,1,0.051052632,,,179,120,,,179,0.166666667,3,C,"RUCHT D, 1998, SOCIAL MOVEMENT SOC, P30
RUCHT D, 1999, SOCIAL MOVEMENT GLOB, P209",TRUE,TRUE,242206,FALSE
113358,1,3,0.087045288,0,0,0,0,0.154183007,,,141,342,,,0,0.166666667,3,C,"RUCKDESCHEL RA, 1981, SOC CASEWORK-JCSW, V62, P413
RUCKDESCHEL RA, 1981, SOCIAL CASEWORK, P272",TRUE,TRUE,242207,FALSE
113629,1,2,0.020512821,0,0.057142857,2,4,0,,,0,9,,,0,1,3,C,"RURY J., 1989, AM TEACHERS HIST PRO, P9
RURY JL, 1987, AM TEACHERS HIST PRO, P9",TRUE,TRUE,242251,FALSE
113819,1,2,0.070539371,0,0,226,51076,0.05,,,24,77,,,5424,1,3,C,"RUTMAN DB, 1744, GREAT AWAKENING, P65
RUTMAN DB, 1970, GREAT AWAKENING EVEN, P89",TRUE,TRUE,242278,FALSE
114133,1,2,0.017984496,0,0.033333333,1,1,0,,,0,317,,,0,1,3,C,"SACKETT J., 1972, EXPLANATION CULTURE, P317
SACKETT J.R., 1973, EXPLANATION CULTURE, P317",TRUE,TRUE,242345,FALSE
114629,3,4,0.009302326,0,0,0,0,0,,,3,252,,,0,0.166666667,3,C,"SAMMONS JT, 1988, RING ROLE BOXING AM, P251
SAMMONS JT, 1988, RING ROLE BOXING AM, P254",TRUE,TRUE,242434,FALSE
115424,1,2,0.11038961,0,0,0,0,0.2275,,,0,59,,,0,1,3,C,"SAVORGNAN F, 1950, POP STUD-J DEMOG, V3, P59
SAVORGNAN F, 1950, POPUL STUD S     MAR, P59",TRUE,TRUE,242584,FALSE
115433,1,2,0.013742072,0,0.02,0,0,0,,,3,214,,,0,1,3,C,"SAWHILL I, 1988, CHALLENGE LEADERSHIP, P212
SAWHILL IV, 1988, CHALLENGE LEADERSHIP, P215",TRUE,TRUE,242585,FALSE
115969,1,2,0.043977591,0,0.05,0,0,0,,,0,495,,,0,1,3,C,"SCHERE FM, 1967, ANTITRUST B, P495
SCHERER F.M., 1967, ANTITRUST B, V12, P495",TRUE,TRUE,242714,FALSE
116021,1,2,0.016585251,0,0.026666667,0,0,0,,,100,131,,,0,0.333333333,3,C,"SCHIAPPACASSE V, 1989, CULTURAS CHILE PREHI, P81
SCHIAPPACASSE F, 1989, CULTURAS CHILE PREHI, P181",TRUE,TRUE,242725,FALSE
116034,1,2,0.071428571,0,0.066666667,0,0,0.06,,,0,97,,,0,1,3,C,"SCHICK T, 1977, MOSHE STEKELIS, P97
SCHICK TAMAR, 1977, MOSHE STEKELIS MEMOR, V13, P97",TRUE,TRUE,242729,FALSE
116485,2,3,0.028518972,0,0,0,0,0,,,0,257,,,0,0.166666667,3,C,"SCHNEIDER E, 1934, SCHMOLLERS JB, V58, P257
SCHNEIDER E, 1934, SCHMOLLERS JB, P257",TRUE,TRUE,242821,FALSE
116494,1,2,0.090461615,0,0,0,0,0.14,,,96563,48522,,,0,1,3,C,"SCHNEIDER F, 1988, POLITICAL BUSINESS C, P96803
SCHNEIDER F, 1988, POLITICAL EC MONEY I, P240",TRUE,,242827,FALSE
116498,1,2,0.123095823,0,0.016666667,0,0,0.403174603,,,0,42,,,0,1,3,C,"SCHNEIDER F, 1997, EC AFFAIRS       SEP, P42
SCHNEIDER F., 1997, J I EC AFFAIRS, V17, P42",TRUE,TRUE,242829,FALSE
116504,3,4,0.016847826,0,0.028571429,1,1,0,,,0,144,,,0,0.166666667,3,C,"SCHNEIDER H.K., 1959, CONTINUITY CHANGE AF, P144
SCHNEIDER HK, 1958, CONTINUITY CHANGE AF, P144",TRUE,TRUE,242832,FALSE
117094,1,7,0.058873905,0,0.0375,0,0,0,,,1644,875,,,0,0.047619048,3,C,"SCHUMPETER E. B., 1960, ENGLISH OVERSEAS TRA, P1697
SCHUMPETER EB, 1960, ENGLISH OVERSEAS TRA, P53",TRUE,TRUE,242963,FALSE
117410,1,2,0.067424242,0,0.106363636,0,0,0,,,46,24,,,0,0.333333333,3,C,"SCIAMA LIDIA D., 1998, BEADS BEAD MAKERS GE, P47
SCIAMA L. D., 1998, BEADS BEAD MAKERS GE, P1",TRUE,TRUE,243053,FALSE
117798,1,2,0.03968254,0,0,0,0,0,,,0,151,,,0,1,3,C,"SECCOMBE W, 1990, PAST PRESENT, P151
SECCOMBE W, 1990, PAST PRESENT, V126, P151",TRUE,TRUE,243155,FALSE
118550,1,2,0.090855594,0,0,0,0,0.146363636,,,0,1026,,,0,1,3,C,"SHAFFER HG, 1961, AM EC REV        DEC, P1026
SHAFFER HG, 1961, AM ECON REV, V51, P1026",TRUE,TRUE,243305,FALSE
118647,1,2,0.03902439,0,0,0,0,0.06,,,1,12,,,0,1,3,C,"SHANE JM, 2004, FBI LAW ENFORCEM JUN, P13
SHANE JM, 2004, FBI LAW ENFORCEM MAY, P12",TRUE,TRUE,243347,FALSE
119127,2,3,0.012765957,0,0.014285714,0,0,0,,,108,55,,,0,0.333333333,3,C,"SHELL-DUNCAN B, 2000, FEMALE CIRCUMCISION, P109
SHELLDUNCAN B, 2000, FEMALE CIRCUMCISION, P1",TRUE,TRUE,243442,FALSE
119318,1,2,0.013742072,0,0.018181818,1,1,0,,,0,79,,,0,1,3,C,"SHERRATT A, 2003, ARCHAEOLOGICAL PERSP, P79
SHERRATT A., 2004, ARCHAEOLOGICAL PERSP, P79",TRUE,TRUE,243472,FALSE
119631,1,2,0.09850458,0,0.394285714,0,0,0,,,62,194,,,0,1,3,C,"SHONE, 1935, REV EC STUDIES   JUN, P225
STACHLE, 1935, REV EC STUDIES   JUN, P163",TRUE,,243539,FALSE
119852,1,3,0.095917194,0,0,16,256,0.148571429,,,0,158,,,0,0.333333333,3,C,"SHWEDER R. A., 2000, CULTURE MATTERS VALU, P158
SHWEDER R. A., 1984, CULTURE THEORY ESSAY, P158",TRUE,,243571,FALSE
120202,1,2,0.025910931,0,0,4,16,0,,,386,234,,,1544,1,3,C,"SILVER M, 1995, REV INCOME WEALTH, P427
SILVER M, 1999, REV INCOME WEALTH, P41",TRUE,,243640,FALSE
120762,3,4,0.01406423,0,0,0,0,0,,,30,308,,,0,0.035714286,3,C,"SIPORIN M, 1975, INTRO SOCIAL WORK PR, P293
SIPORIN M, 1975, INTRO SOCIAL WORK PR, P323",TRUE,TRUE,243755,FALSE
120873,2,3,0.039365079,0,0,48,2304,0,,,94,85,,,4512,0.333333333,3,C,"SKEAT WW, 1834, BOOK HUSBANDRY, P38
SKEAT WW, 1882, BOOK HUSBANDRY, P132",TRUE,TRUE,243799,FALSE
120960,1,2,0.086696049,0,0.015384615,2,4,0.073333333,,,72,65,,,144,1,3,C,"SKINNER J. D., 1971, JOURNAL REPROD FERTIL, VNO. 13, P29
SKINNER J.D., 1973, JOURNAL REPROD FERT, V19, P101",TRUE,,243810,FALSE
121477,1,3,0.066498366,0,0.075,0,0,0,,,16,221,,,0,0.333333333,3,C,"SMITH, 1955, BUSINESS CONCENTRATI, P213
SMITH CA, 1955, BUSINESS CONCENTRATI, P229",TRUE,TRUE,243950,FALSE
121519,1,2,0.048059867,0,0.054545455,2,4,0,,,0,87,,,0,1,3,C,"SMITH D. S., 1986, OLD AGE BUREAUCRATIC, P87
SMITH DS, 1988, OLD AGE BUREAUCRATIC, P87",TRUE,TRUE,243955,FALSE
121739,1,2,0.014756098,0,0.025,2,4,0,,,0,59,,,0,1,3,C,"SMITH N, 1993, COMPETITIVE EUROPEAN, P59
SMITH N., 1995, COMPETITIVE EUROPEAN, P59",TRUE,TRUE,244000,FALSE
122023,1,2,0.009302326,0,0,0,0,0,,,7,162,,,0,1,3,C,"SNELL KDM, 1992, SOCIAL ORDERS SOCIAL, P158
SNELL KDM, 1992, SOCIAL ORDERS SOCIAL, P165",TRUE,TRUE,244086,FALSE
122049,1,2,0.076223776,0,0.108888889,0,0,0,,,0,493,,,0,1,3,C,"SNIJDER ST, 1997, SIMULATING SOCIAL PH, P493
SNIJDERS TOM A. B., 1997, SIMULATING SOCIAL PH, P493",TRUE,TRUE,244093,FALSE
122521,1,2,0.019047619,0,0,1,1,0,,,1,144,,,1,1,3,C,"SONKA ST, 1984, COMPUTER CLASSROOM T, P145
SONKA ST, 1985, COMPUTER CLASSROOM T, P144",TRUE,TRUE,244174,FALSE
122591,2,3,0.038113695,0,0.030769231,0,0,0,,,0,223,,,0,0.333333333,3,C,"SORENSEN P.B., 1997, ECON POLICY, V25, P223
SORENSEN PB, 1997, ECON POLICY, P223",TRUE,TRUE,244184,FALSE
122624,4,7,0.063148473,0,0.02,5,25,0.06,,,4,315,,,20,0.047619048,3,C,"SOROKIN P, 1941, CRISIS OUR AGE, P313
SOROKIN PA, 1946, CRISIS OUR AGE SOCIA, P317",TRUE,TRUE,244247,FALSE
122741,1,2,0.035919505,0,0,0,0,0.02,,,110,140,,,0,1,3,C,"SOVANI NV, 1961, ARTHA VIJNANA      1, V3, P85
SOVANI NV, 1961, ARTHA VIJNANA      2, P195",TRUE,TRUE,244271,FALSE
123043,2,3,0.018181818,0,0.036363636,0,0,0,,,10,91,,,0,0.333333333,3,C,"SPENGLER JF, 1954, EC DEV PRINCIPLES PA, P96
SPENGLER JJ, 1954, EC DEV PRINCIPLES PA, P86",TRUE,TRUE,244296,FALSE
123406,3,4,0.033681765,0,0,16,256,0,,,31,86,,,496,0.166666667,3,C,"SQUIRE L, 1965, EMPLOYMENT POLICY DE, P102
SQUIRE L, 1981, EMPLOYMENT POLICY DE, P71",TRUE,TRUE,244407,FALSE
123441,1,2,0.072581652,0,0,0,0,0.132857143,,,0,59,,,0,1,3,C,"SRINIVASAN TN, 1962, YALE EC ESSAYS, V2, P59
SRINIVASAN TN, 1962, YALE ECONOMIC ES SPR, P59",TRUE,TRUE,244409,FALSE
123448,1,2,0.017391304,0,0,10,100,0,,,1,38,,,10,1,3,C,"SRINIVASAN TN, 1985, GROWTH THEORIES LIGH, P37
SRINIVASAN TN, 1995, GROWTH THEORIES LIGH, P38",TRUE,TRUE,244410,FALSE
123622,3,4,0.029268293,0,0,0,0,0,,,14,306,,,0,0.166666667,3,C,"STAMP J, 1924, STUDIES CURRENT PROB, P299
STAMP J, 1924, STUDIES CURRENT PROB, P313",TRUE,TRUE,244453,FALSE
123636,1,3,0.068965517,0,0,4,16,0,,,334,589,,,1336,0.1,3,C,"STAMPS JA, 1981, COPEIA, P422
STAMPS JA, 1977, COPEIA, P756",TRUE,,244457,FALSE
124273,2,3,0.008695652,0,0.028571429,0,0,0,,,0,324,,,0,0.333333333,3,C,"STENHOUSE M.J., 1979, RADIOCARBON DATING, P324
STENHOUSE MJ, 1979, RADIOCARBON DATING, P324",TRUE,TRUE,244611,FALSE
124882,1,2,0.038163387,0,0.022222222,0,0,0,,,2,34,,,0,1,3,C,"STIROH K, 2002, REV INCOME WEALTH, V48, P35
STIROH KJ, 2002, REV INCOME WEALTH, P33",TRUE,TRUE,244739,FALSE
125088,1,2,0.018398268,0,0,5,25,0,,,110,63,,,550,1,3,C,"STOLIAR AD, 1971, PERVOBYTNOE ISKUSSTV, P118
STOLIAR AD, 1976, PERVOBYTNOE ISKUSSTV, P8",TRUE,,244774,FALSE
125599,1,2,0.064736282,0,0,9,81,0.033333333,,,47,76,,,423,1,3,C,"STRICKLAND RP, 1974, AGR ECON RES, V25, P99
STRICKLAND RP, 1983, AGR EC RES, P52",TRUE,,244903,TRUE
125619,1,2,0.094242424,0,0,0,0,0.457575758,,,0,149,,,0,1,3,C,"STRINGER CB, 1994, INTERD CONT, P149
STRINGER CB, 1994, ORIGINS ANATOMICALLY, P149",TRUE,TRUE,244909,FALSE
126777,1,2,0.009302326,0,0,0,0,0,,,1,112,,,0,1,3,C,"SYLVIS WH, 1866, INT J            JUL, P111
SYLVIS WH, 1866, INT J            JUL, P112",TRUE,TRUE,245111,FALSE
126801,1,2,0.027272727,0,0,0,0,0,,,53,198,,,0,1,3,C,"SYMONDS PM, 1934, PSYCHOL DIAGNOSIS SO, P171
SYMONDS PM, 1934, PSYCHOL DIAGNOSIS SO, P224",TRUE,TRUE,245119,FALSE
126859,1,2,0.081704539,0,0.04,0,0,0.094736842,,,12,91,,,0,1,3,C,"SZASZ T.S., 1966, ETHICS SOC ORIGINAL, P85
SZASZ TS, 1966, ETHICS SOC, P97",TRUE,TRUE,245123,FALSE
