k,i,j,jw,cpau,jwau,dfpy,jwso,dfv,dfp,dfch,dft,pyxvxp,prob,miss,batch,str,train,match,ix
75537,1,2,0.056213045,0,0,0,0.08,,1,,,0,1,3,C,"KIRBY RG, 1975, VOICE PEOPLE J DOHER, P28
KIRBY RG, 1975, VOICE PEOPLE, P29",TRUE,1,233424
75615,1,2,0.01,0,0,1,0,,0,,,0,1,3,C,"KIRKHAM N, 1961, PEAK DISTRICT MINES, P1
KIRKHAM N, 1962, PEAK DISTRICT MINES, P1",TRUE,1,233440
75792,1,2,0.072315925,0,0.057142857,1,0,,0,,,0,0.333333333,3,C,"KITSUSE JOHN I, 1972, INTRO DEVIANCE, P233
KITSUSE JI, 1971, INTRO DEVIANCE, P233",TRUE,1,233474
75981,1,2,0.092263993,0,0.054545455,0,0.062222222,,25,,,0,1,3,C,"KLEIN L. R., 1951, C BUS CYCL NY NAT BU, P233
KLEIN LR, 1951, C BUS CYCL NAT BUR E, P258",TRUE,1,233506
76245,2,3,0.017777778,0,0,0,0,,15,,,0,0.333333333,3,C,"KLUCKHOHN C, 1941, LANGUAGE CULTURE PER, P109
KLUCKHOHN C, 1941, LANGUAGE CULTURE PER, P124",TRUE,1,233548
76498,3,4,0.015128205,0,0,0,0,,64,,,0,0.166666667,3,C,"KNOX FA, 1939, DOMINION MONETARY PO, P6
KNOX FA, 1939, DOMINION MONETARY PO, P70",TRUE,1,233626
76530,1,2,0.071911293,0,0.273148148,0,0,,0,,,0,1,3,C,"KNUSEL CJ, 2000, HUMAN OSTEOLOGY ARCH, P381
STEELE J, 2000, HUMAN OSTEOLOGY ARCH, P381",TRUE,,233633
76612,1,2,0.047677305,0,0.013333333,0,0,,7,,,0,1,3,C,"KOCHUGOVINDAN S, 2007, EQUITY GILT STUDY 20, P64
KOCHUGOVINDANS, 2007, EQUITY GILT STUDY 20, P71",TRUE,1,233644
76617,1,2,0.01025641,0,0,0,0,,12,,,0,1,3,C,"KOCKA J, 1973, KLASSENGESELLSCHAFT, P12
KOCKA J, 1973, KLASSENGESELLSCHAFT, P24",TRUE,1,233645
76717,1,2,0.028518972,0,0,0,0,,0,,,0,1,3,C,"KOERNER JD, 1970, PUBLIC INTEREST, P40
KOERNER JD, 1970, PUBLIC INTEREST, V20, P40",TRUE,1,233665
76762,1,2,0.209276018,0,0.257142857,0,0,,13,,,0,1,3,C,"KAHL KH, 1986, JUL P AM AGR EC ASS, P27
KOHL DM, 1986, JUL P AM AGR EC ASS, P14",TRUE,1,233668
76781,1,2,0.099669251,0,0.018181818,0,0.152307692,,1,,,0,1,3,C,"KOHLBERG L, 1968, PSYCHOL TODAY MA SEP, P25
KOHLBERG L., 1968, PSYCHOL TODAY, V<IT>2</IT>, P24",TRUE,1,233673
76824,3,4,0.020512821,0,0,0,0,,67,,,0,0.166666667,3,C,"KOHN A, 1907, COTTON MILLS S CAROL, P11
KOHN A, 1907, COTTON MILLS S CAROL, P78",TRUE,1,233683
76890,1,2,0.081256851,0,0.05,1,0,,36,,,36,1,3,C,"KOKTEN I. K., 1957, TURK ARKEOLOJI DERGI, VVII, P46
KOKTEN IK, 1958, TURK ARKEOLOJI DERGI, V8, P10",TRUE,1,233690
77014,1,2,0.008888889,0,0,0,0,,1,,,0,1,3,C,"KOMAROVSKY M, 1949, CULTURE PERSONALITY, P143
KOMAROVSKY M, 1949, CULTURE PERSONALITY, P144",TRUE,1,233768
77091,1,2,0.020833333,0,0.02,0,0,,0,,,0,1,3,C,"KONINGS J, 2001, J IND COMPETITION TR, P283
KONINGS J., 2001, J IND COMPETITION TR, V1, P283",TRUE,1,233780
77531,1,2,0.017777778,0,0.016666667,0,0,,287,,,0,1,3,C,"KOWALESKI M, 1998, SINGLEWOMEN EUROPEAN, P325
KOWALESKI M., 1998, SINGLEWOMEN EUROPEAN, P38",TRUE,1,233844
77533,1,2,0.024,0,0.011764706,0,0,,0,,,0,1,3,C,"KOWALESKI-JONES L, 2000, J MARRIAGE FAM, V62, P449
KOWALESKIJONES L, 2000, J MARRIAGE FAM, P449",TRUE,1,233846
77848,2,3,0.012853271,0,0.056296296,0,0,,0,,,0,0.333333333,3,C,"KREIGER N, 2000, SOCIAL EPIDEMIOLOGY, P36
KRIEGER N., 2000, SOCIAL EPIDEMIOLOGY, P36",TRUE,1,233935
78069,1,2,0.02,0,0,0,0,,33,,,0,1,3,C,"KROHN R, 1977, SOCIAL PRODUCTION SC, P66
KROHN R, 1977, SOCIAL PRODUCTION SC, P99",TRUE,1,233965
78155,1,2,0.08013289,0,0,7,0.073333333,,3,,,21,1,3,C,"KRUEGER RC, 1981, SURVEY CURRENT B JUN, P31
KRUEGER RC, 1988, SURVEY CURR BUS, V68, P28",TRUE,,233979
78323,1,2,0.017777778,0,0,0,0,,13,,,0,1,3,C,"KUCZYNSKI RR, 1938, POLITICAL ARITHMETIC, P47
KUCZYNSKI RR, 1938, POLITICAL ARITHMETIC, P60",TRUE,1,234013
79602,1,3,0.024,0,0,0,0,,172,,,0,0.333333333,3,C,"LANE FREDERIC C., 1953, ENTERPRISE SECULAR C, P494
LANE FREDERIC C., 1953, ENTERPRISE SECULAR C, P322",TRUE,1,234245
80078,1,2,0.011428571,0,0,3,0,,0,,,0,1,3,C,"LASPEYRES E, 1901, FINANZ ARCH, P46
LASPEYRES E, 1904, FINANZ ARCH, P46",TRUE,1,234494
80092,1,2,0.008888889,0,0,0,0,,2,,,0,1,3,C,"LASSWELL HD, 1953, READER PUBLIC OPINIO, P265
LASSWELL HD, 1953, READER PUBLIC OPINIO, P267",TRUE,1,234498
80376,1,2,0.040049917,0,0,10,0,,214,,,2140,1,3,C,"LAWES JB, 1858, J ROYAL AGRICULTURAL, V19, P573
LAWES JB, 1868, J ROYAL AGRICULTURAL, P359",TRUE,1,234571
80679,1,2,0.018831537,0,0,0,0,,103,,,0,1,3,C,"LEADER RE, 1901, SHEFFIELD 18TH CENTU, P109
LEADER RE, 1901, SHEFFIELD 18TH CENTU, P6",TRUE,1,234633
81586,5,8,0.028059867,0,0.02,0,0.02,,156,,,0,0.035714286,3,C,"LENNARD R, 1959, RURAL ENGLAND 1086-1, P1
LENNARD RV, 1959, RURAL ENGLAND 1086 1, P157",TRUE,1,234841
81591,1,2,0.093078444,0,0,0,0.09,,27,,,0,1,3,C,"LENNON L, 1971, PROBL COMMUNISM, V20, P47
LENNON L, 1971, PROBLEMS COMMUNI JUL, P20",TRUE,1,234845
81694,1,3,0.029047619,0,0.05,0,0,,234,,,0,0.333333333,3,C,"LEONE MP, 1988, RECOVERY MEANING HIS, P235
LEONE M., 1988, RECOVERY MEANING HIS, P1",TRUE,1,234863
82173,1,2,0.026086957,0,0,9,0,,188,,,1692,1,3,C,"LEVINE J. M., 1980, PSYCHOL GROUP INFLUE, P375
LEVINE J. M., 1989, PSYCHOL GROUP INFLUE, P187",TRUE,,234953
82200,1,2,0.050491614,0,0.022222222,0,0.166203704,,0,,,0,1,3,C,"LEVINE P, 1998, NAT TAX ASS P 1997, P24
LEVINE PB, 1998, P NAT TAX ASS 19 199, P24",TRUE,1,234957
82261,1,2,0.056666667,0,0,0,0.05,,0,,,0,1,3,C,"LEVIS M, 1985, INVESTMENT ANAL  APR, P21
LEVIS M, 1985, INVESTMENT ANAL, V76, P21",TRUE,1,234972
82303,1,3,0.074746401,0,0.0875,3,0,,0,,,0,0.333333333,3,C,"LEVITT STEVEN D., 2004, CRIME PUBLIC POLICIE, P435
LEVITT SD, 2001, CRIME PUBLIC POLICIE, P435",TRUE,1,234984
82703,1,2,0.024634146,0,0,0,0,,1944,,,0,1,3,C,"LEYS C, 1982, IND ACCUMULATION AFR, P2170
LEYS C, 1982, IND ACCUMULATION AFR, P226",TRUE,1,235255
83249,1,2,0.097982591,0,0,0,0.15,,0,,,0,1,3,C,"LINDENBERG EB, 1981, J BUS, V54, P1
LINDENBERG EB, 1981, J BUSINESS       JAN, P1",TRUE,1,235353
83494,1,2,0.048484848,0,0,6,0,,32,,,192,1,3,C,"LIPINSKI E, 1947, EKONOMISTA, P11
LIPINSKI E, 1953, EKONOMISTA, P43",TRUE,1,235415
84161,1,3,0.063991264,0,0.02,1,0.06,,2,,,2,0.333333333,3,C,"LOFLAND J, 1982, SOCIAL PSYCHOL, P411
LOFLAND JL, 1981, SOCIAL PSYCHOL SOCIO, P413",TRUE,1,235506
84953,1,2,0.065103594,0,0.0875,0,0,,1000,,,0,1,3,C,"LUBIANO W, 1992, RACEING JUSTICE ENGE, P1323
LUBIANO WAHNEEMA, 1992, RACEING JUSTICE ENGE, P323",TRUE,1,235634
85714,1,3,0.08234127,0,0.02,0,0.11,,0,,,0,0.333333333,3,C,"MACAFEE K, 1980, EC TRENDS LONDON FEB, P81
MACAFEE K., 1980, EC TRENDS, V2, P81",TRUE,1,235793
85740,1,2,0.09994029,0,0,28,0.122222222,,274,,,7672,1,3,C,"MACARTNEY CA, 1934, HUNGARY, P279
MACARTNEY CA, 1962, HUNGARY SHORT HIST, P5",TRUE,,235804
86020,1,2,0.052875817,0,0,0,0.083333333,,5,,,0,1,3,C,"MACINTOSH A, 1948, ACAD CURTAIN, P68
MACINTOSH A, 1948, ACADEMIC CURTAIN, P73",TRUE,1,235881
86053,3,4,0.02,0,0,158,0,,0,,,0,0.166666667,3,C,"MACK EC, 1780, PUBLIC SCH BRIT OPIN, P73
MACK EC, 1938, PUBLIC SCH BRIT OPIN, P73",TRUE,1,235902
86254,1,2,0.063309179,0,0,0,0.071578947,,99,,,0,1,3,C,"MACMILLAN DS, 1967, SCOTLAND AUSTR 1788, P288
MACMILLAN DS, 1967, SCOTLAND AUSTRALIA 1, P189",TRUE,1,235934
86373,1,2,0.091895701,0,0.195555556,32,0,,68,,,2176,1,3,C,"MADDISON A, 1952, EC J             SEP, P588
MASSON RT, 1984, EC J             SEP, P520",TRUE,,235946
86558,1,2,0.05625,0,0.06,0,0,,299,,,0,1,3,C,"MAGUIRE JF, 1868, IRISH AM, P309
MCGUIRE JF, 1868, IRISH AM, P608",TRUE,1,235978
87387,1,2,0.013434343,0,0,0,0,,8,,,0,1,3,C,"MANSFIELD ED, 2005, BCSIA STUD INT SECUR, P1
MANSFIELD ED, 2005, BCSIA STUD INT SECUR, PIX",TRUE,1,236156
87607,1,3,0.053717788,0,0,1,0.100196078,,0,,,0,0.333333333,3,C,"MARCUSE H, 1972, M WEBER SOC TODAY, P133
MARCUSE H, 1971, M WEBER SOCIOLOGY TO, P133",TRUE,1,236203
87999,1,2,0.017777778,0,0,0,0,,0,,,0,1,3,C,"MARRIOTT M, 1974, ENCYCL BRITANNICA, P982
MARRIOTT M, 1974, ENCYCL BRITANNICA, V3, P982",TRUE,1,236285
88081,1,2,0.07943647,0,0,1,0.181798246,,138,,,138,1,3,C,"MARSH H. W., 1995, STRUCTURAL EQUATION, P177
MARSH H. W., 1996, ADV STRUCTURAL EQUAT, P315",TRUE,1,236310
88352,1,2,0.098395792,0,0.144444444,52,0,,830,,,43160,1,3,C,"MARTIN PS, 1930, ATLANTIC MONTHLY JUN, P861
MARTIN WILLIAM, 1982, ATLANTIC MONTHLY JUN, P31",TRUE,,236395
88759,1,2,0.063162393,0,0.044444444,7,0.02,,2,,,14,1,3,C,"MASPERO G, 1892, LIFE ANCIENT EGYPT, P11
MASPERO, 1899, LIFE ANCIENT EGYPT A, P9",TRUE,1,236490
88824,2,3,0.02,0,0,0,0,,43,,,0,0.333333333,3,C,"MASSON P, 1988, STAFF STUDIES WORLD, P50
MASSON P, 1988, STAFF STUDIES WORLD, P93",TRUE,1,236501
88854,1,2,0.083353733,0,0,5,0.060392157,,48,,,240,1,3,C,"MASTERS CD, 1987, P 12 WORLD PETR C, V5, P3
MASTERS CD, 1992, P 13 WORLD PETR C NE, P51",TRUE,,236503
89477,1,2,0.0125,0,0,1,0,,0,,,0,1,3,C,"MAYO E, 1931, COMMUNICATION, P82
MAYO E, 1932, COMMUNICATION, P82",TRUE,1,236636
89577,1,2,0.03248337,0,0.054545455,1,0,,1,,,1,1,3,C,"MCADAM D, 2000, SELF IDENTITY SOCIAL, P42
MCADAM DOUG, 2001, SELF IDENTITY SOCIAL, P41",TRUE,1,236666
90007,1,2,0.004545455,0,0.016666667,0,0,,0,,,0,1,3,C,"MCCORMICK F, 1998, ECOSYSTEM MANAGEMENT, P3
MCCORMICK JF, 1998, ECOSYSTEM MANAGEMENT, P3",TRUE,1,236758
90517,1,2,0.07342406,0,0,0,0.08,,5,,,0,1,3,C,"MCHALE J, 1967, ARCHITECTURAL DE FEB, P64
MCHALE J, 1967, ARCHITECTURAL DESIGN, V37, P59",TRUE,1,236869
90659,1,2,0.026666667,0,0,0,0,,37,,,0,0.333333333,3,C,"MCKENZIE RD, 1968, RD MCKENZIE HUMAN EC, P205
MCKENZIE RD, 1968, RD MCKENZIE HUMAN EC, P168",TRUE,1,236902
91393,1,2,0.032135307,0,0.02,0,0,,2,,,0,1,3,C,"MEGGITT M, 1968, LITERACY TRADITIONAL, P298
MEGGITT M., 1968, LITERACY TRADITIONAL, P300",TRUE,1,237050
91447,1,4,0.014401858,0,0,0,0,,121,,,0,0.166666667,3,C,"MEHTA SD, 1954, COTTON MILLS INDIA 1, P138
MEHTA SD, 1954, COTTON MILLS INDIA 1, P17",TRUE,1,237063
91460,1,3,0.024634146,0,0,2,0,,249,,,498,0.333333333,3,C,"MEIER A, 1975, CORE STUDY CIVIL RIG, P338
MEIER A, 1973, CORE STUDY CIVIL RIG, P89",TRUE,1,237071
92050,1,3,0.075419557,0,0.015384615,0,0.08,,2,,,0,0.1,3,C,"MERRINGTON J, 1975, NEW LEFT REV     SEP, P73
MERRINGTON J., 1975, NEW LEFT REV, V93, P71",TRUE,1,237165
92100,1,2,0.018604651,0,0,52,0,,0,,,0,1,3,C,"MERTON RK, 1938, PURITANISM RISE MODE, P112
MERTON RK, 1990, PURITANISM RISE MODE, P112",TRUE,1,237199
92370,1,2,0.024041812,0,0.025,3,0,,0,,,0,1,3,C,"MEYER J, 1991, CROSS NATL RES SOCIO, P395
MEYER JW, 1988, CROSS NATL RES SOCIO, P395",TRUE,1,237264
92913,1,2,0.024634146,0,0.022222222,0,0,,42,,,0,1,3,C,"MILLER D, 1982, SYMBOLIC STRUCTURAL, P47
MILLER D., 1982, SYMBOLIC STRUCTURAL, P89",TRUE,1,237392
93205,2,3,0.019285714,0,0,0,0,,119,,,0,0.333333333,3,C,"MILLS FC, 1917, CONT THEORIES UNEMPL, P127
MILLS FC, 1917, CONT THEORIES UNEMPL, P8",TRUE,1,237529
93255,3,4,0.022857143,0,0,0,0,,18,,,0,0.166666667,3,C,"MILNE RS, 1954, STRAIGHT FIGHT, P40
MILNE RS, 1954, STRAIGHT FIGHT, P58",TRUE,1,237548
93260,1,2,0.096699554,0,0.02,6,0.2375,,87,,,522,1,3,C,"MILNER G.R, 1996, BIOARCHAEOLOGY NATIV, P198
MILNER GR, 1990, ARCHAEOLOGICAL INVES, P111",TRUE,1,237549
93528,1,3,0.043684669,0,0.04,3,0,,0,,,0,0.333333333,3,C,"MISCHE A, 2000, SOCIAL MOVEMENTS NET, P258
MISCHE ANN, 2003, SOCIAL MOVEMENTS NET, V1, P258",TRUE,1,237607
93599,1,2,0.099521531,0,0.231111111,0,0,,161,,,0,1,3,C,"MITA M, 1976, SHAKAI ISHIKIRON TOK, P1
MIYAJIMA T, 1976, SHAKAI ISHIKIRON TOK, P162",TRUE,1,237620
94364,1,2,0.008888889,0,0,0,0,,4,,,0,1,3,C,"MONTALEGRE O, 1947, OBSERVADOR EC FINANC, P33
MONTALEGRE O, 1947, OBSERVADOR EC FINANC, P37",TRUE,1,237793
94549,1,2,0.019285714,0,0,0,0,,128,,,0,1,3,C,"MOORE FC, 1902, UNIVERSAL MERCANTILE, P133
MOORE FC, 1902, UNIVERSAL MERCANTILE, P5",TRUE,1,237829
94943,2,3,0.057171552,0,0,0,0.06,,4,,,0,0.1,3,C,"MORGENSTERN O, 1927, Z GESAMTE STAATSWISS, V83, P265
MORGENSTERN O, 1927, Z GESAMTE STAATS SEP, P269",TRUE,1,237892
94965,1,2,0.087792041,0,0.028571429,0,0.159259259,,28,,,0,1,3,C,"MORI U, 1979, SOCIOLOGICAL ECOLOGI, P155
MORI U., 1979, ECOLOGICAL SOCIOLOGI, P183",TRUE,1,237904
95445,2,3,0.01406423,0,0,0,0,,456,,,0,0.333333333,3,C,"MOSHER WE, 1933, PUBLIC UTILITY REGUL, P24
MOSHER WE, 1933, PUBLIC UTILITY REGUL, P480",TRUE,1,237985
95587,1,2,0.08649105,0,0,1,0.113333333,,0,,,0,1,3,C,"MOUND LA, 1994, PLANT GALLS ORGANISM, P131
MOUND LA, 1995, PLANT GALLS SYSTEMAT, V49, P131",TRUE,1,238037
95634,1,2,0.03467033,0,0.05,1,0,,0,,,0,1,3,C,"MOUW T, 2004, FRONTIER ADULTHOOD T, P256
MOUW TED, 2005, FRONTIER ADULTHOOD T, P256",TRUE,1,238048
95704,1,2,0.031414141,0,0,1,0,,35,,,35,0.333333333,3,C,"MSTISLAVSKII P, 1949, VOPROSY EKONOMIKI, P96
MSTISLAVSKII P, 1948, VOPROSY EKONOMIKI, P131",TRUE,1,238070
95934,1,2,0.033488954,0,0.022222222,1,0,,336,,,336,1,3,C,"MULLER D, 1978, SOZIALSTRUKTUR SCHUL, P84
MULLER DK, 1977, SOZIALSTRUKTUR SCHUL, P420",TRUE,1,238124
96128,1,2,0.078550623,0,0.018181818,0,0.121052632,,0,,,0,1,3,C,"MUNIZAGA J, 1969, P ACT C NAC ARQ CHIL, P129
MUNIZAGA J., 1969, ACT C NAC ARQ CHIL S, P129",TRUE,1,238178
96174,2,3,0.016326531,0,0,0,0,,0,,,0,0.333333333,3,C,"MUNRO J. H., 2003, CAMBRIDGE HIST W TEX, P228
MUNRO J. H., 2003, CAMBRIDGE HIST W TEX, V1, P228",TRUE,1,238195
96585,1,2,0.082898551,0,0,0,0.12,,0,,,0,1,3,C,"MUTCH RE, 1977, SOCIETAS REV SOC HIS, V7, P279
MUTCH RE, 1977, SOCIETAS, P279",TRUE,1,238321
96869,1,2,0.01,0,0,0,0,,3,,,0,1,3,C,"NAGEL E, 1938, PHIL SCI         JAN, P46
NAGEL E, 1938, PHIL SCI         JAN, P49",TRUE,1,238370
97122,2,3,0.009090909,0,0,1,0,,0,,,0,0.333333333,3,C,"NASCHOLD F, 1993, REGULATING EMPLOYMEN, P117
NASCHOLD F, 1994, REGULATING EMPLOYMEN, P117",TRUE,1,238406
97295,1,2,0.010810811,0,0,1,0,,0,,,0,1,3,C,"NAUR M, 1997, WOMENS WORK WAGES, P122
NAUR M, 1998, WOMENS WORK WAGES, P122",TRUE,1,238443
98052,1,2,0.101419355,0,0.08,5,0.19047619,,100,,,500,1,3,C,"NEWCOMB TM, 1954, SCI MAN, P254
NEWCOMER M, 1959, IND MAN, P154",TRUE,,238636
98200,1,2,0.097556391,0,0,3,0.260790598,,57,,,171,1,3,C,"NEWTONSMITH WH, 1978, ARISTOTELIAN SOC, V52, P71
NEWTONSMITH WH, 1981, RATIONALITY SCI, P14",TRUE,,238670
98275,1,2,0.037209302,0,0,15,0,,14,,,210,1,3,C,"NICHOLL J, 1851, SOME ACCOUNT CO IRON, P178
NICHOLL J, 1866, SOME ACCOUNT CO IRON, P164",TRUE,1,238738
98314,1,2,0.016326531,0,0,0,0,,0,,,0,1,3,C,"NICHOLSON A, 1991, INT MONOGRAPHS PREHI, P263
NICHOLSON A, 1991, INT MONOGRAPHS PREHI, V1, P263",TRUE,1,238747
99184,1,2,0.023789924,0,0.029166667,0,0,,19,,,0,0.333333333,3,C,"NURKSE R, 1949, READINGS THEORY INT, P22
NURSKE R, 1949, READINGS THEORY INT, P3",TRUE,1,238942
99423,2,3,0.020512821,0,0,0,0,,11,,,0,0.166666667,3,C,"OAKES J, 1992, HDB RES CURRICULUM, P571
OAKES J, 1992, HDB RES CURRICULUM, P560",TRUE,1,239031
99423,2,4,0.015128205,0,0.025,0,0,,1,,,0,0.166666667,3,C,"OAKES J, 1992, HDB RES CURRICULUM, P571
OAKES J., 1992, HDB RES CURRICULUM, P570",TRUE,1,239032
99611,1,2,0.067474747,0,0,18,0.123684211,,134,,,2412,1,3,C,"OCHS ELINOR, 1979, DISCOURSE SYNTAX, P51
OCHS ELINOR, 1997, DISCOURSE STRUCTURE, P185",TRUE,,239075
99681,1,2,0.071240602,0,0,1,0.06,,3,,,3,0.333333333,3,C,"ODERKIRK J, 1993, CANADIAN SOCIAL  AUT, P8
ODERKIRK J, 1992, CANADIAN SOCIAL TREN, V27, P11",TRUE,1,239104
99897,1,2,0.019512195,0,0,0,0,,58,,,0,1,3,C,"OGILVIE V, 1957, ENGLISH PUBLIC SCH, P123
OGILVIE V, 1957, ENGLISH PUBLIC SCH, P181",TRUE,1,239190
100298,1,2,0.04,0,0.025,0,0,,0,,,0,1,3,C,"OLSEN R, 1994, J ECON LIT, P60
OLSEN RJ, 1994, J ECON LIT, V32, P60",TRUE,1,239275
100439,1,2,0.042072072,0,0.075,1,0,,0,,,0,1,3,C,"ONG P, 1997, ETHNIC LOS ANGELES, P165
ONG PAUL, 1996, ETHNIC LOS ANGELES, P165",TRUE,1,239323
100498,1,3,0.033477298,0,0.016666667,0,0,,52,,,0,0.333333333,3,C,"OPPENHEIM FE, 1961, DIMENSIONS FREEDOM, P40
OPPENHEIM F, 1961, DIMENSIONS FREEDOM, P92",TRUE,1,239329
100637,1,2,0.04019088,0,0,0,0,,138,,,0,1,3,C,"ORLAND L, 1991, FEDERAL SENTENCING R, P20
ORLAND L, 1991, FEDERAL SENTENCING R, V4, P158",TRUE,1,239343
100648,1,2,0.066624764,0,0,5,0.07,,0,,,0,1,3,C,"ORLEANS LA, 1969, CURRENT SCENE   1215, P13
ORLEANS LA, 1974, CURRENT SCENE    MAR, P13",TRUE,,239347
101078,1,2,0.053953488,0,0,0,0.187254902,,0,,,0,1,3,C,"OTOVIC P, 2009, ENCY NEUROSCIENCE, P1095
OTOVIC P, 2009, NEW ENCY NEUROSCIENC, P1095",TRUE,1,239413
101156,1,2,0.015128205,0,0.025,1,0,,0,,,0,1,3,C,"OUCHI W, 1987, CALIFORNIA MANAG SPR, P9
OUCHI WG, 1988, CALIFORNIA MANAG SPR, P9",TRUE,1,239436
101226,1,2,0.01,0,0,0,0,,1,,,0,1,3,C,"OVERY RJ, 1985, DICT BRIT BUSINESS B, P3
OVERY RJ, 1985, DICT BRIT BUSINESS B, P4",TRUE,1,239451
101377,1,2,0.061056911,0,0,0,0.06,,0,,,0,1,3,C,"PACE CR, 1939, J APPL PSYCHOL   JUN, P388
PACE CR, 1939, J APPL PSYCHOL, V23, P388",TRUE,1,239468
101829,1,2,0.066362715,0,0.022222222,11,0,,128,,,1408,1,3,C,"PANDEY G, 1983, SUBALTERN STUDIES, V2, P60
PANDEY G., 1994, SUBALTERN STUDIES, VVIII, P188",TRUE,1,239559
102773,1,2,0.081494041,0,0,0,0.13,,224,,,0,1,3,C,"PAULDUBOIS L, 1908, CONT IRELAND, P89
PAULDUBOIS L, 1908, CONTEMPORARY IRELAND, P313",TRUE,1,239753
103178,2,6,0.030526316,0,0.028571429,0,0,,566,,,0,0.066666667,3,C,"PECK M, 1962, WEAPONS ACQUISITION, P17
PECK MJ, 1962, WEAPONS ACQUISITION, P583",TRUE,1,239824
103610,2,3,0.02,0,0,0,0,,19,,,0,0.333333333,3,C,"PEREZ J, 1970, REVOLUTION COMUNIDAD, P42
PEREZ J, 1970, REVOLUTION COMUNIDAD, P61",TRUE,1,239905
103675,1,2,0.036324786,0,0,18,0,,93,,,1674,1,3,C,"PERKINS F, 1946, ROOSEVELT I KNEW, P374
PERKINS F, 1964, ROOSEVELT I KNEW, P281",TRUE,1,239919
104043,1,2,0.07531658,0,0.018181818,0,0.142352941,,0,,,0,1,3,C,"PETERSEN DW, 1973, RELIG SOCIOLOGICAL P, P261
PETERSEN W, 1973, RELIGION SOCIOLOGICA, P261",TRUE,1,239990
104408,2,3,0.048312382,0,0,0,0.07,,0,,,0,0.333333333,3,C,"PHELPS ES, 1968, CANADIAN J EC, V3, P497
PHELPS ES, 1968, CANADIAN J ECONO AUG, P497",TRUE,1,240042
104747,1,2,0.018604651,0,0,0,0,,21,,,0,1,3,C,"PIERCE JL, 1964, AM EC REV        MAY, P523
PIERCE JL, 1964, AM EC REV        MAY, P544",TRUE,1,240168
105494,1,2,0.027272727,0,0,4,0,,34,,,136,1,3,C,"POIDEVIN R., 1978, ASPECTS RELATIONS FR, P63
POIDEVIN R., 1982, ASPECTS RELATIONS FR, P97",TRUE,1,240332
105774,1,2,0.079836629,0,0.054545455,0,0.102105263,,0,,,0,1,3,C,"PONTON R, 1975, ACTES RECH SCI SOC, P66
PONTON REMY, 1975, ACTES RECHERCHE SCI, V4, P66",TRUE,1,240376
106400,2,4,0.041472626,0,0.025,0,0,,11,,,0,0.1,3,C,"POWER E, 1926, LEGACY MIDDLE AGES, P400
POWER EE, 1926, LEGACY MIDDLE AGES, P411",TRUE,1,240498
106528,1,2,0.035351205,0,0,1,0.04,,0,,,0,1,3,C,"PRATT G, 1981, HOUSING IDENTITY CRO, P135
PRATT G, 1982, HOUSING IDENTITY, P135",TRUE,1,240575
106958,2,3,0.054698582,0,0,1,0.06,,54,,,54,0.333333333,3,C,"PROCOPOVICZ SN, 1940, Q B SOVIET RUSSI DEC, P76
PROCOPOVICZ SN, 1941, Q B SOVIET RUSSI MAY, P130",TRUE,,240661
107572,1,2,0.069206232,0,0,0,0.119259259,,0,,,0,0.333333333,3,C,"QUINNEY ER, 1963, SOCIAL PROBLEMS, P179
QUINNEY ER, 1963, SOC PROBL, V11, P179",TRUE,1,240782
107620,1,2,0.015975422,0,0,0,0,,83,,,0,1,3,C,"RAAFLAUB KA, 2007, ORIGINS OF DEMOCRACY IN ANCIENT GREECE, P105
RAAFLAUB KA, 2007, ORIGINS OF DEMOCRACY IN ANCIENT GREECE, P22",TRUE,1,240788
107674,1,2,0.075183895,0,0,0,0.178431373,,28,,,0,1,3,C,"RABLE GC, 1984, BUT THERE WAS NO PEA, P126
RABLE GC, 1984, THERE WAS NO PEACE R, P98",TRUE,1,240799
107870,1,2,0.019512195,0,0,0,0,,21,,,0,1,3,C,"RAGIN C, 1993, METHODOLOGICAL ADV C, P299
RAGIN C, 1993, METHODOLOGICAL ADV C, P320",TRUE,1,240841
107887,1,2,0.019047619,0,0,0,0,,11,,,0,1,3,C,"RAHIER JM, 1999, REPRESENTATIONS BLAC, P19
RAHIER JM, 1999, REPRESENTATIONS BLAC, PR8",TRUE,1,240847
108184,2,3,0.026666667,0,0,0,0,,221,,,0,0.333333333,3,C,"RANDHAWA MS, 1958, AGR ANIMAL HUSBANDRY, P119
RANDHAWA MS, 1958, AGR ANIMAL HUSBANDRY, P340",TRUE,1,240962
108450,1,2,0.018942279,0,0.022222222,2,0,,0,,,0,1,3,C,"RASKIN I, 1989, EVALUATION HLTH  JUN, P161
RASKIN IE, 1991, EVALUATION HLTH  JUN, P161",TRUE,1,241031
109118,1,2,0.052397602,0,0.054545455,0,0,,487,,,0,1,3,C,"REEVES J, 1915, RECOLLECTIONS SCH AT, P521
REEVES JOHN, 1915, RECOLLECTIONS SCH AT, P34",TRUE,1,241136
109299,1,2,0.081211874,0,0.392857143,0,0,,8,,,0,1,3,C,"REID WJ, 1983, 1983 84 SUPPLEMENT E, P128
TEARE RJ, 1983, 1983 84 SUPPLEMENT E, P120",TRUE,,241201
109543,1,2,0.034512195,0,0,1,0,,284,,,284,1,3,C,"RENAN E, 1859, ESSAIS MORALE CRITIQ, P51
RENAN E, 1860, ESSAIS MORALE CRITIQ, P335",TRUE,1,241362
